equipo_id,equipo_desc,tipo,subtipo,servicios,areas,muestras,tipo_institucion_descripcion,provincia
SNMAG-1056,Magnetómetro,Espectrómetro Mössbauer,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,BUENOS AIRES
SNMAG-983,Magnetómetro,Magnetómetro muestra vibrante,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,BUENOS AIRES
SNRX-825,Rayos X,DRX,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,BUENOS AIRES
SNRX-828,Rayos X,DRX,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,BUENOS AIRES
SNRX-834,Rayos X,DRX,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,BUENOS AIRES
SNB-61,Bioterio,Docencia | Ensayos Biológicos | Investigación | Producción,,No presta servicios,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,BUENOS AIRES
SNB-63,Bioterio,Investigación,,No presta servicios,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,BUENOS AIRES
SNCF-80,Citómetro de Flujo,No corresponde,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,BUENOS AIRES
SNM-733,Microscopio,Optico,Confocal,Técnicas | Muestras | Análisis cualitativo | Análisis de colocalización | Análisis de constante de difusión | Análisis de distancia | Análisis de imagen | Análisis de partículas | Análisis de tamaño | Análisis morfológico | Análisis semicuantitativo | Interacción molecular | Toma de imágenes,Veterinaria | Bioquímica | Salud,Biológica,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,BUENOS AIRES
SNB-93,Bioterio,Docencia | Ensayos Biológicos | Investigación | Producción,,Provisión de medicado | Provisión/venta de animales | Servicios de investigación y/o docencia,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,SANTA FE
SNRM-439,Resonador Magnético,RMN,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,SANTA FE
SNRM-928,Resonador Magnético,RMN,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,SANTA FE
SNM-246,Microscopio,Electrónico,SEM,Muestras | Técnicas | Análisis cualitativo | Análisis cuantitativo | Análisis de partículas | Análisis de tamaño | Análisis morfológico | Toma de imágenes,Ambiente | Bioquímica | Ciencia de materiales | Forense | Minería extractiva | Nanotecnología | Química y Petroquímica | Ciencias agrarias,Biológica,Organismo gubernamental de ciencia y tecnología,RÍO NEGRO
SNM-247,Microscopio,Electrónico,SEM,Muestras | Técnicas | Análisis cualitativo | Análisis cuantitativo | Análisis de imagen | Análisis de partículas | Análisis de tamaño | Análisis morfológico | Toma de imágenes,Ambiente | Bioquímica | Ciencia de materiales | Ciencias agrarias | Forense | Minería extractiva | Nanotecnología | Química y Petroquímica | Veterinaria,Aleaciones | Biológica | Cerámicos | Polimeros,Organismo gubernamental de ciencia y tecnología,RÍO NEGRO
SNM-279,Microscopio,Electrónico,SEM,Técnicas | Muestras,,,Organismo gubernamental de ciencia y tecnología,RÍO NEGRO
SNB-13,Bioterio,Docencia | Investigación,,Capacitación y entrenamiento | Cirugías experimentales por distintos métodos | Ensayos de dispositivos biomédicos en animales | Ensayos pre-clínicos | Prueba y/o desarrollo de equipamiento médico y materiales quirúrgicos | Servicios de investigación y/o docencia,,,Universidad o instituto universitario privado,CABA
SNEM-752,Espectrómetro de Masas,GCMS,No corresponde,Análisis cuantitativo | Análisis cualitativo | Muestras | Técnicas,Química de compuestos naturales | Ciencias agrarias | Bioquímica | Alimentos,Orgánica | Ambientales,Organismo gubernamental de ciencia y tecnología,BUENOS AIRES
SNEM-993,Espectrómetro de Masas,LCMS,No corresponde,Técnicas | Análisis cuantitativo | Análisis cualitativo,Alimentos | Fármacos | Toxicología | Ciencias agrarias | Ambiente | Veterinaria,Inorgánica | Orgánica | Ambientales,Organismo gubernamental de ciencia y tecnología,BUENOS AIRES
SNEM-994,Espectrómetro de Masas,GCMS,No corresponde,Técnicas | Análisis cuantitativo | Muestras,Ciencias agrarias | Toxicología | Ambiente | Veterinaria,Orgánica | Inorgánica,Organismo gubernamental de ciencia y tecnología,BUENOS AIRES
SINALA-1031,Láseres,Sólido,No corresponde,,,,Organismo gubernamental de ciencia y tecnología,BUENOS AIRES
SINALA-1032,Láseres,Gaseoso,No corresponde,Prestaciones de láseres,Nanotecnología | Química y Petroquímica | Ciencia de materiales | Fármacos | Otros,,Organismo gubernamental de ciencia y tecnología,BUENOS AIRES
SNMAG-1028,Magnetómetro,Magnetómetro muestra vibrante,No corresponde,,,,Organismo gubernamental de ciencia y tecnología,BUENOS AIRES
SNMAG-1096,Magnetómetro,Magnetotransporte,No corresponde,,,,Organismo gubernamental de ciencia y tecnología,BUENOS AIRES
SNMAG-1097,Magnetómetro,Espectrómetro Mössbauer,No corresponde,,,,Organismo gubernamental de ciencia y tecnología,BUENOS AIRES
SNMAG-1098,Magnetómetro,Magnetotransporte,No corresponde,,,,Organismo gubernamental de ciencia y tecnología,BUENOS AIRES
SNM-213,Microscopio,Electrónico,TEM,Muestras | Técnicas,Salud,Biológica,Organismo gubernamental de ciencia y tecnología,CABA
SNM-282,Microscopio,Electrónico,SEM,Técnicas | Toma de imágenes,Ambiente | Fármacos,Otros | Biológica,Universidad o instituto universitario estatal,CHUBUT
SNM-97,Microscopio,Electrónico,SEM,Muestras | Técnicas | Toma de imágenes,Forense | Alimentos | Ciencias agrarias | Veterinaria | Otros,Biológica | Aleaciones | Otros,Universidad o instituto universitario estatal,CORRIENTES
SNB-78,Bioterio,Docencia | Ensayos Biológicos | Investigación | Producción,,Provisión/venta de animales | Servicios de investigación y/o docencia,,,Empresa,CABA
SNB-77,Bioterio,Investigación,,No presta servicios,,,Universidad o instituto universitario privado,CABA
SNEM-473,Espectrómetro de Masas,ICPMS,No corresponde,,,,Organismo gubernamental de ciencia y tecnología,CABA
SNRX-884,Rayos X,DRX,No corresponde,,,,Organismo gubernamental de ciencia y tecnología,CABA
SNRX-892,Rayos X,FRX,No corresponde,,,,Organismo gubernamental de ciencia y tecnología,CABA
SNRX-893,Rayos X,FRX,No corresponde,,,,Organismo gubernamental de ciencia y tecnología,CABA
SNM-182,Microscopio,SPM,AFM,Técnicas | Análisis cualitativo | Análisis cuantitativo | Análisis de dureza | Análisis de elasticidad | Análisis de imagen | Análisis de rugosidad | Análisis morfológico | Análisis propiedades conductoras | Análisis semicuantitativo | Caracterización de superficies | Curvas de fuerza | Toma de imágenes,Nanotecnología | Otros,Otros,Organismo gubernamental de ciencia y tecnología,RÍO NEGRO
SNRM-530,Resonador Magnético,EPR,No corresponde,,,,Organismo gubernamental de ciencia y tecnología,RÍO NEGRO
SNRM-540,Resonador Magnético,EPR,No corresponde,,,,Organismo gubernamental de ciencia y tecnología,RÍO NEGRO
SNB-7,Bioterio,Docencia | Ensayos Biológicos | Investigación | Producción,,Asesoramiento | Capacitación y entrenamiento | Provisión de alimento autoclavado | Provisión de viruta estéril | Servicio de hotelería | Servicios de investigación y/o docencia,,,Universidad o instituto universitario estatal,SANTA FE
SNM-543,Microscopio,Electrónico,SEM,Análisis cuantitativo | Análisis de rugosidad | Análisis semicuantitativo | Caracterización de superficies | Toma de imágenes,,,Universidad o instituto universitario estatal,CÓRDOBA
SNM-544,Microscopio,SPM,AFM,Muestras | Técnicas | Caracterización de superficies | Curvas de fuerza | Toma de imágenes,Nanotecnología | Ciencia de materiales | Química y Petroquímica,Biológica | Aleaciones | Cerámicos | Polimeros,Universidad o instituto universitario estatal,CÓRDOBA
SNM-545,Microscopio,SPM,STM,Técnicas | Análisis propiedades conductoras | Caracterización de superficies | Curvas de fuerza | Toma de imágenes,Química y Petroquímica | Nanotecnología | Ciencia de materiales,Polimeros,Universidad o instituto universitario estatal,CÓRDOBA
SNRM-685,Resonador Magnético,RMN,No corresponde,,,,Universidad o instituto universitario estatal,CÓRDOBA
SNB-76,Bioterio,Docencia | Ensayos Biológicos | Investigación | Producción,,Provisión de alimento autoclavado | Provisión de viruta estéril | Servicios de investigación y/o docencia,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CÓRDOBA
SNCF-1,Citómetro de Flujo,No corresponde,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CÓRDOBA
SNCF-150,Citómetro de Flujo,No corresponde,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CÓRDOBA
SNCF-2,Citómetro de Flujo,No corresponde,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CÓRDOBA
SNB-53,Bioterio,Docencia | Investigación | Producción,,Servicios de investigación y/o docencia,,,Universidad o instituto universitario privado,CABA
SNM-127,Microscopio,SPM,AFM,,,,Universidad o instituto universitario estatal,CABA
SNM-25,Microscopio,Electrónico,SEM,Técnicas | Muestras | Análisis cualitativo | Análisis de imagen | Análisis morfológico | Análisis semicuantitativo | Toma de imágenes,Antropología | Bioquímica | Ciencia de materiales | Ambiente | Ciencias agrarias | Fármacos | Minería extractiva | Salud | Química y Petroquímica | Alimentos | Otros | Nanotecnología,Polimeros | Aleaciones | Cerámicos | Biológica | Otros,Universidad o instituto universitario estatal,CABA
SNM-26,Microscopio,Electrónico,TEM,Muestras | Técnicas | Análisis morfológico,Veterinaria | Alimentos | Ambiente | Antropología | Bioquímica | Ciencia de materiales | Ciencias agrarias | Fármacos | Nanotecnología | Química y Petroquímica | Toxicología | Salud,Polimeros | Cerámicos | Biológica,Universidad o instituto universitario estatal,CABA
SNM-27,Microscopio,SPM,AFM,Técnicas | Análisis cualitativo | Análisis de dureza | Análisis de elasticidad | Análisis de imagen | Análisis de partículas | Análisis de rugosidad | Análisis de tamaño | Análisis morfológico | Caracterización de superficies | Curvas de fuerza | Interacción molecular | Mapas de adhesión | Volúmen de fuerzas | Toma de imágenes,Antropología | Ambiente | Bioquímica | Ciencia de materiales | Ciencias agrarias | Química y Petroquímica | Salud | Toxicología | Alimentos | Nanotecnología | Veterinaria | Fármacos,Biológica | Cerámicos | Polimeros,Universidad o instituto universitario estatal,CABA
SNM-36,Microscopio,Electrónico,TEM,Muestras | Técnicas | Análisis de imagen | Análisis morfológico,Bioquímica | Salud | Ciencias agrarias,Biológica,Universidad o instituto universitario estatal,ENTRE RÍOS
SNM-37,Microscopio,Electrónico,SEM,Análisis de imagen | Análisis morfológico | Caracterización de superficies | Toma de imágenes,Salud | Nanotecnología,Aleaciones,Universidad o instituto universitario estatal,ENTRE RÍOS
SNM-28,Microscopio,Electrónico,SEM,Muestras | Análisis cualitativo | Análisis cuantitativo | Análisis de imagen | Análisis de partículas | Análisis de rugosidad | Análisis de tamaño | Análisis morfológico | Análisis semicuantitativo | Caracterización de superficies | Toma de imágenes,Veterinaria | Toxicología | Salud | Química y Petroquímica | Nanotecnología | Ambiente | Minería extractiva | Forense | Fármacos | Ciencia de materiales | Antropología | Alimentos | Bioquímica | Ciencias agrarias,Biológica | Aleaciones | Cerámicos | Polimeros,Universidad o instituto universitario estatal,SAN LUIS
SNB-110,Bioterio,Docencia | Investigación,,No presta servicios,,,Universidad o instituto universitario estatal,BUENOS AIRES
SNRM-441,Resonador Magnético,RMN,No corresponde,,,,Universidad o instituto universitario estatal,BUENOS AIRES
SNEM-466,Espectrómetro de Masas,LCMS,No corresponde,Técnicas | Análisis cuantitativo | Análisis cualitativo | Muestras,Alimentos | Química y Petroquímica | Fármacos | Bioquímica | Toxicología | Proteomica | Química de compuestos naturales | Ambiente,Biomoléculas (polímeros naturales) | Ambientales | Orgánica | Inorgánica,Universidad o instituto universitario estatal,CÓRDOBA
SNEM-467,Espectrómetro de Masas,LCMS,No corresponde,,,,Universidad o instituto universitario estatal,CÓRDOBA
SNEM-468,Espectrómetro de Masas,ICPMS,No corresponde,,,,Universidad o instituto universitario estatal,CÓRDOBA
SNEM-469,Espectrómetro de Masas,GCMS,No corresponde,,,,Universidad o instituto universitario estatal,CÓRDOBA
SNM-14,Microscopio,Electrónico,SEM,Muestras | Análisis cualitativo | Análisis cuantitativo | Análisis de distancia | Análisis de imagen | Análisis de partículas | Análisis semicuantitativo | Toma de imágenes,Alimentos | Ambiente | Ciencia de materiales | Minería extractiva | Fármacos | Antropología | Forense | Nanotecnología | Otros | Química y Petroquímica | Salud | Ciencias agrarias,Aleaciones | Biológica | Polimeros | Cerámicos | Otros,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CÓRDOBA
SNM-21,Microscopio,Electrónico,EPMA,Análisis cuantitativo | Análisis de imagen | Análisis semicuantitativo | Técnicas | Toma de imágenes,Antropología | Minería extractiva | Forense | Ciencia de materiales,Polimeros | Cerámicos | Biológica | Aleaciones,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CÓRDOBA
SNM-786,Microscopio,Optico,Confocal,Técnicas | Análisis de distancia | Análisis de imagen | Análisis de partículas | Análisis de rugosidad | Caracterización de superficies | Toma de imágenes,Salud | Ambiente | Antropología | Alimentos | Ciencia de materiales | Ciencias agrarias | Fármacos | Forense | Nanotecnología | Veterinaria | Minería extractiva,Polimeros | Otros | Cerámicos | Aleaciones | Biológica,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CÓRDOBA
SNMAG-1021,Magnetómetro,Magnetómetro muestra vibrante,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CÓRDOBA
SNRM-410,Resonador Magnético,RMN,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CÓRDOBA
SNRM-414,Resonador Magnético,RMN,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CÓRDOBA
SNRM-415,Resonador Magnético,RMN,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CÓRDOBA
SNRX-1130,Rayos X,DRX,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CÓRDOBA
SNRX-736,Rayos X,FRX,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CÓRDOBA
SNRX-737,Rayos X,FRX,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CÓRDOBA
SNRX-738,Rayos X,Otro,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CÓRDOBA
SNRX-754,Rayos X,Otro,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CÓRDOBA
SNRX-869,Rayos X,Otro,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CÓRDOBA
SNB-22,Bioterio,Investigación,,Servicios de investigación y/o docencia,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,SANTA FE
SNM-73,Microscopio,Electrónico,TEM,Muestras,Fármacos | Toxicología | Nanotecnología | Bioquímica,Polimeros | Biológica,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CABA
SNM-74,Microscopio,Electrónico,TEM,Muestras,Bioquímica | Ciencias agrarias | Fármacos | Nanotecnología | Salud,Biológica,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CABA
SINALA-1143,Láseres,Sólido,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CABA
SNMAG-1124,Magnetómetro,Susceptómetro/Magnetómetro de extracción/Magnetotransporte,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CABA
SNMAG-981,Magnetómetro,Histeresígrafo,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CABA
SNRX-821,Rayos X,DRX,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CABA
SNRX-840,Rayos X,DRX,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,CABA
SNCAD-788,Computadora de Alto Desempeño,No corresponde,No corresponde,,,,Universidad o instituto universitario estatal,BUENOS AIRES
SNCAD-789,Computadora de Alto Desempeño,No corresponde,No corresponde,,,,Universidad o instituto universitario estatal,BUENOS AIRES
SNCAD-790,Computadora de Alto Desempeño,No corresponde,No corresponde,,,,Universidad o instituto universitario estatal,BUENOS AIRES
SNCAD-791,Computadora de Alto Desempeño,No corresponde,No corresponde,,,,Universidad o instituto universitario estatal,BUENOS AIRES
SNCAD-527,Computadora de Alto Desempeño,No corresponde,No corresponde,,,,Organismo gubernamental de ciencia y tecnología,BUENOS AIRES
SNM-109,Microscopio,Electrónico,SEM,Muestras | Técnicas | Análisis cualitativo | Análisis de partículas | Análisis de tamaño | Análisis morfológico | Análisis semicuantitativo | Caracterización de superficies | Toma de imágenes,Ambiente | Antropología | Ciencia de materiales | Ciencias agrarias | Fármacos | Forense | Minería extractiva | Química y Petroquímica | Toxicología | Alimentos,Aleaciones | Polimeros | Biológica | Cerámicos | Otros,Organismo gubernamental de ciencia y tecnología,SANTA FE
SNM-959,Microscopio,Optico,Confocal,Técnicas | Toma de imágenes,Salud | Veterinaria | Ciencias agrarias | Ambiente | Alimentos | Bioquímica,Biológica,Organismo gubernamental de ciencia y tecnología,SANTA FE
SNCAD-378,Computadora de Alto Desempeño,No corresponde,No corresponde,,,,Organismo gubernamental de ciencia y tecnología,SANTA FE
SNEM-807,Espectrómetro de Masas,GCMS,No corresponde,Técnicas | Análisis cuantitativo | Análisis cualitativo | Muestras,Toxicología | Química de compuestos naturales | Ciencias agrarias | Forense | Ciencia de materiales | Alimentos | Veterinaria | Antropología | Química y Petroquímica | Fármacos | Bioquímica | Ambiente | Salud,Orgánica | Polímeros sintéticos | Ambientales,Organismo gubernamental de ciencia y tecnología,SANTA FE
SNEM-809,Espectrómetro de Masas,LCMS,No corresponde,Técnicas | Análisis cuantitativo | Análisis cualitativo | Muestras,Ciencias agrarias | Alimentos | Veterinaria | Ciencia de materiales | Forense | Salud | Antropología | Fármacos | Toxicología | Bioquímica | Ambiente | Química de compuestos naturales | Química y Petroquímica,Biomoléculas (polímeros naturales) | Polímeros sintéticos | Orgánica | Ambientales,Organismo gubernamental de ciencia y tecnología,SANTA FE
SNM-337,Microscopio,Optico,Confocal,Técnicas | Análisis cuantitativo | Análisis de colocalización | Análisis de constante de difusión | Análisis de distancia | Análisis de imagen | Análisis de partículas | Análisis de tamaño | Análisis morfológico | Análisis semicuantitativo | Interacción molecular | Toma de imágenes,Alimentos | Bioquímica | Salud | Toxicología | Veterinaria | Ciencias agrarias,Polimeros | Biológica,Organismo gubernamental de ciencia y tecnología,SANTA FE
SNM-91,Microscopio,Electrónico,SEM,Muestras | Técnicas | Análisis cualitativo | Análisis de imagen | Análisis de partículas | Análisis de tamaño | Análisis semicuantitativo | Toma de imágenes,Forense | Ciencia de materiales | Alimentos | Ambiente | Antropología | Fármacos | Minería extractiva | Nanotecnología,Biológica | Polimeros | Cerámicos | Aleaciones,Organismo gubernamental de ciencia y tecnología,SANTA FE
SNM-114,Microscopio,Electrónico,SEM,Muestras | Técnicas | Análisis de imagen | Análisis de partículas | Análisis de rugosidad | Análisis de tamaño | Análisis morfológico | Caracterización de superficies | Toma de imágenes,Bioquímica | Ambiente | Alimentos | Antropología | Nanotecnología | Ciencias agrarias | Fármacos | Minería extractiva | Salud | Química y Petroquímica | Ciencia de materiales,Aleaciones | Biológica | Cerámicos | Polimeros | Otros,Organismo gubernamental de ciencia y tecnología,BUENOS AIRES
SNM-115,Microscopio,Optico,Confocal,Técnicas | Muestras | Análisis de colocalización | Análisis de imagen | Toma de imágenes,Bioquímica | Ciencias agrarias | Salud,Polimeros | Biológica,Organismo gubernamental de ciencia y tecnología,BUENOS AIRES
SNM-117,Microscopio,Electrónico,TEM,Muestras | Técnicas | Análisis de colocalización | Análisis de imagen | Análisis de partículas | Análisis de tamaño | Análisis morfológico | Toma de imágenes,Minería extractiva | Ciencias agrarias | Ciencia de materiales | Salud | Bioquímica | Ambiente | Química y Petroquímica | Alimentos | Nanotecnología | Fármacos,Biológica | Otros | Cerámicos | Polimeros,Organismo gubernamental de ciencia y tecnología,BUENOS AIRES
SNM-118,Microscopio,Electrónico,SEM,Muestras | Técnicas | Análisis cualitativo | Análisis de imagen | Análisis de partículas | Análisis de tamaño | Análisis morfológico | Análisis semicuantitativo | Caracterización de superficies | Toma de imágenes,Ambiente | Bioquímica | Ciencia de materiales | Ciencias agrarias | Fármacos | Química y Petroquímica | Minería extractiva,Otros | Aleaciones | Biológica | Cerámicos | Polimeros,Organismo gubernamental de ciencia y tecnología,BUENOS AIRES
SNM-119,Microscopio,Optico,TIRF,Muestras | Toma de imágenes,Salud | Bioquímica,Biológica,Organismo gubernamental de ciencia y tecnología,BUENOS AIRES
SNM-135,Microscopio,Optico,Otros,,,,Organismo gubernamental de ciencia y tecnología,BUENOS AIRES
SNRX-716,Rayos X,Otro,No corresponde,,,,Organismo gubernamental de ciencia y tecnología,BUENOS AIRES
SNRX-717,Rayos X,DRX,No corresponde,,,,Organismo gubernamental de ciencia y tecnología,BUENOS AIRES
SNRX-718,Rayos X,FRX,No corresponde,,,,Organismo gubernamental de ciencia y tecnología,BUENOS AIRES
SNRX-719,Rayos X,FRX,No corresponde,,,,Organismo gubernamental de ciencia y tecnología,BUENOS AIRES
SNB-91,Bioterio,Docencia | Ensayos Biológicos | Investigación | Producción,,Servicio de hotelería | Servicios de investigación y/o docencia,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,SALTA
SNB-100,Bioterio,Docencia | Investigación | Producción,,No presta servicios,,,Universidad o instituto universitario estatal,BUENOS AIRES
SNB-60,Bioterio,Docencia | Investigación | Producción,,No presta servicios,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,BUENOS AIRES
SNCF-92,Citómetro de Flujo,No corresponde,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,BUENOS AIRES
SNCAD-489,Computadora de Alto Desempeño,No corresponde,No corresponde,,,,Universidad o instituto universitario estatal,SAN LUIS
SNM-179,Microscopio,Electrónico,TEM,Muestras | Técnicas,Bioquímica | Veterinaria,Biológica,Universidad o instituto universitario estatal,CÓRDOBA
SNB-101,Bioterio,Docencia | Investigación,,Servicio de hotelería | Servicios de investigación y/o docencia,,,Organismo gubernamental de ciencia y tecnología,BUENOS AIRES
SNB-109,Bioterio,Docencia | Investigación,,Servicio de hotelería | Servicios de investigación y/o docencia,,,Organismo gubernamental de ciencia y tecnología,BUENOS AIRES
SNM-435,Microscopio,Electrónico,SEM,Muestras | Técnicas | Análisis morfológico | Caracterización de superficies | Toma de imágenes,Ciencia de materiales | Fármacos | Química y Petroquímica,Aleaciones | Cerámicos | Polimeros,Universidad o instituto universitario estatal,BUENOS AIRES
SNM-298,Microscopio,Electrónico,SEM,Muestras | Técnicas | Análisis cualitativo | Análisis de imagen | Análisis de partículas | Análisis de tamaño | Análisis morfológico | Análisis semicuantitativo | Toma de imágenes,Toxicología | Alimentos | Ambiente | Forense | Bioquímica | Ciencia de materiales | Ciencias agrarias | Fármacos | Minería extractiva | Veterinaria | Salud | Antropología | Química y Petroquímica | Otros | Nanotecnología,Cerámicos | Polimeros | Aleaciones | Biológica | Otros,Organismo gubernamental de ciencia y tecnología,MENDOZA
SNEM-1144,Espectrómetro de Masas,IRMS,No corresponde,,Geología | Ciencias agrarias | Alimentos | Ambiente | Forense | Antropología | Química y Petroquímica,Ambientales | Biomoléculas (polímeros naturales) | Inorgánica,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal|Entidad administrativa de gobierno,MENDOZA
SNEM-921,Espectrómetro de Masas,GCMS,No corresponde,Técnicas | Análisis cuantitativo | Análisis cualitativo | Muestras,Veterinaria | Alimentos | Química de compuestos naturales | Nanotecnología | Ambiente | Forense | Ciencia de materiales | Ciencias agrarias | Química y Petroquímica | Fármacos | Toxicología,Inorgánica | Orgánica | Ambientales,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal|Entidad administrativa de gobierno,MENDOZA
SNB-36,Bioterio,Ensayos Biológicos | Investigación | Producción,,Provisión/venta de animales,,,Organismo gubernamental de ciencia y tecnología,MENDOZA
SNB-54,Bioterio,Docencia | Ensayos Biológicos | Investigación | Producción,,Servicios de investigación y/o docencia,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,MENDOZA
SNB-56,Bioterio,Docencia | Ensayos Biológicos | Investigación | Producción,,Provisión de viruta estéril | Servicios de investigación y/o docencia,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,MENDOZA
SNB-59,Bioterio,Ensayos Biológicos | Investigación | Producción,, Provisión de alimento autoclavado |  Servicios de investigación y/o docencia | Provisión de viruta estéril,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,MENDOZA
SNM-40,Microscopio,Electrónico,TEM,Muestras | Técnicas,Alimentos | Ambiente | Bioquímica | Ciencias agrarias | Fármacos | Forense | Nanotecnología | Salud | Toxicología | Veterinaria,Biológica,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,MENDOZA
SNM-41,Microscopio,Electrónico,TEM,Muestras | Técnicas,Ciencias agrarias | Ambiente | Alimentos | Bioquímica | Fármacos | Forense | Nanotecnología | Química y Petroquímica | Salud | Toxicología | Veterinaria,Biológica,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,MENDOZA
SNM-42,Microscopio,Optico,Confocal,Muestras | Técnicas | Análisis cuantitativo | Análisis de colocalización | Análisis de imagen | Análisis de partículas | Análisis de tamaño | Análisis morfológico | Interacción molecular | Toma de imágenes,Alimentos | Ambiente | Bioquímica | Ciencias agrarias | Fármacos | Forense | Química y Petroquímica | Salud | Toxicología | Veterinaria,Biológica,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,MENDOZA
SNM-43,Microscopio,Optico,Confocal,Muestras | Técnicas | Toma de imágenes,Ambiente | Bioquímica | Ciencias agrarias | Fármacos | Forense | Química y Petroquímica | Salud | Toxicología | Veterinaria | Alimentos,Biológica,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,MENDOZA
SNEM-457,Espectrómetro de Masas,ICPMS,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,SAN LUIS
SNEM-461,Espectrómetro de Masas,LCMS,No corresponde,Técnicas | Análisis cuantitativo | Análisis cualitativo | Muestras,Salud | Alimentos | Ciencias agrarias | Fármacos | Toxicología | Bioquímica | Ambiente,Inorgánica | Orgánica | Ambientales,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,SAN LUIS
SNRX-570,Rayos X,FRX,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,SAN LUIS
SNCF-14,Citómetro de Flujo,No corresponde,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,SAN LUIS
SNM-334,Microscopio,SPM,AFM-STM,Técnicas | Análisis cualitativo | Análisis cuantitativo | Análisis de imagen | Análisis de partículas | Análisis de rugosidad | Análisis de tamaño | Caracterización de superficies | Toma de imágenes,Bioquímica | Nanotecnología | Ciencia de materiales,Aleaciones | Cerámicos | Polimeros,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,SAN LUIS
SNRX-882,Rayos X,XPS,No corresponde,,,,Organismo gubernamental de ciencia y tecnología|Universidad o instituto universitario estatal,SAN LUIS
